id,name,imageUrl,cookTimeMin,difficulty,servings,caloriesEst,steps,tags,requiredTools,source,isActive
"026c7e75-5ebf-5b7b-a76a-3d9f58f545e5","무생채",,"10","NORMAL","2","80","[""무를 곱게 채 썬다."",""고춧가루를 먼저 넣어 색을 낸다."",""식초, 설탕, 소금, 다진 대파로 양념한다."",""무에 양념을 넣고 살살 무친다."",""간을 확인하고 깨를 뿌려 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"f0c8fdb5-96ed-580c-ae51-23bb077864af","가지볶음",,"15","EASY","2","120","[""가지를 길쭉하게 썰어 소금에 살짝 절인다."",""물기를 짜고 팬에 기름을 두른다."",""다진 마늘과 대파를 볶아 향을 낸다."",""가지를 넣고 센 불에서 빠르게 볶는다."",""간장으로 간하고 참기름을 둘러 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"a3f8027d-0ce3-5d5d-a93b-9ed1ff0c0071","애호박볶음",,"20","EASY","2","130","[""애호박을 반달 모양으로 썰고 새우는 손질한다."",""팬에 기름을 두르고 다진 대파를 볶는다."",""새우를 넣어 붉게 볶는다."",""애호박을 넣고 소금으로 간해 볶는다."",""참기름을 두르고 깨를 뿌려 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"822f1e06-adfb-53d7-a4bd-40b8bdc6b18e","멸치볶음",,"25","EASY","2","200","[""멸치를 마른 팬에 볶아 비린내를 날린다."",""팬에 기름과 간장, 올리고당을 넣어 양념을 끓인다."",""멸치를 넣고 약불에서 재빨리 버무린다."",""눌어붙지 않게 저으며 윤기를 낸다."",""불을 끄고 깨를 뿌려 마무리한다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"c76fe37a-9b10-5bd4-a582-89f02ebf5656","진미채볶음",,"30","EASY","2","250","[""진미채를 먹기 좋게 잘라 살짝 찢는다."",""고추장, 올리고당, 물로 양념을 약불에 끓인다."",""불을 끄고 진미채를 넣어 버무린다."",""마요네즈를 넣어 부드럽게 섞는다."",""깨를 뿌려 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"8be27201-42be-5949-aeb2-caad6f23687c","감자채볶음",,"35","EASY","2","180","[""감자를 채 썰어 찬물에 헹궈 전분을 뺀다."",""당근과 양파도 채 썬다."",""달군 팬에 기름을 두르고 감자를 볶는다."",""감자가 반쯤 익으면 당근과 양파를 넣는다."",""소금으로 간하고 아삭하게 볶아 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"398aa7e6-fb92-5665-a307-fe65639c645b","햄치즈샌드위치",,"40","EASY","2","400","[""식빵을 살짝 구워 준비한다."",""한쪽 면에 마요네즈나 머스터드를 바른다."",""상추, 햄, 슬라이스치즈를 순서대로 올린다."",""다른 식빵으로 덮어 살짝 눌러준다."",""반으로 잘라 접시에 담아낸다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"07f4aa5a-f6e2-54f5-a9c0-61d9c33ac122","프렌치토스트",,"10","EASY","2","350","[""달걀을 풀고 우유와 설탕을 넣어 섞는다."",""식빵을 달걀물에 앞뒤로 충분히 적신다."",""팬에 버터를 녹인다."",""약불에서 식빵을 앞뒤로 노릇하게 굽는다."",""접시에 담아 취향껏 곁들여 낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"67876e4c-78bc-5a83-a0f3-3834ab771a9b","토마토파스타",,"15","EASY","2","500","[""끓는 물에 소금을 넣고 스파게티면을 삶는다."",""팬에 올리브유를 두르고 편 썬 마늘을 볶는다."",""토마토소스를 넣고 끓인다."",""삶은 면과 면수를 넣어 소스와 버무린다."",""농도를 맞춰 접시에 담아낸다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"38d897ce-670b-5fd2-a440-297eb3521790","크림파스타",,"20","NORMAL","2","650","[""파스타면을 소금물에 삶는다."",""팬에 베이컨을 볶아 기름을 낸다."",""편 썬 마늘을 넣어 향을 낸다."",""생크림을 붓고 약불에서 졸인다."",""삶은 면을 넣고 소스에 버무려 마무리한다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"d74dc37d-1911-5134-a3e9-b06883209869","알리오올리오",,"25","EASY","2","480","[""스파게티면을 소금물에 삶는다."",""팬에 올리브유를 넉넉히 두르고 편 마늘을 약불에 볶는다."",""어슷 썬 청양고추를 넣어 매운맛을 낸다."",""삶은 면과 면수를 넣어 유화시킨다."",""소금으로 간하고 고루 버무려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"a3bf820d-7947-591d-aafe-58277c8e6063","감바스",,"30","EASY","2","400","[""새우를 손질해 물기를 뺀다."",""작은 팬에 올리브유와 편 마늘을 넣고 약불로 달군다."",""마늘 향이 오르면 새우를 넣는다."",""새우가 붉게 익으면 소금으로 간한다."",""바게트를 곁들여 기름에 찍어 먹는다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"80b5ab38-c2ee-56fb-a124-6d2fd00f7133","치킨샐러드",,"35","EASY","2","300","[""닭가슴살을 구워 한 김 식힌 뒤 썬다."",""샐러드채소를 씻어 물기를 뺀다."",""방울토마토를 반으로 자른다."",""그릇에 채소와 토마토를 담고 닭가슴살을 올린다."",""올리브유와 소금, 후추로 드레싱해 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"5da3f5d0-ffc4-589f-a0a0-e1abba8d3431","두부샐러드",,"40","EASY","2","220","[""두부를 깍둑썰어 팬에 노릇하게 굽는다."",""샐러드채소를 씻어 물기를 뺀다."",""방울토마토를 반으로 자른다."",""그릇에 채소와 토마토, 두부를 담는다."",""간장 드레싱을 뿌려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"2ab4b016-9889-506e-a290-c7b2af896413","과일요거트",,"10","EASY","2","250","[""바나나를 동그랗게 썬다."",""딸기는 꼭지를 떼고 반으로 자른다."",""그릇에 요거트를 담는다."",""준비한 과일과 블루베리를 올린다."",""취향껏 꿀이나 그래놀라를 곁들여 낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"a5b4ed28-ee7d-54a2-a501-161c5c87ba0b","바나나스무디",,"15","EASY","2","220","[""바나나를 적당한 크기로 썬다."",""믹서에 바나나, 우유, 꿀을 넣는다."",""얼음을 넣는다."",""곱게 갈릴 때까지 간다."",""컵에 부어낸다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"452ad269-cf68-51d4-ae61-1100ce9b4498","딸기스무디",,"20","EASY","2","200","[""딸기를 씻어 꼭지를 뗀다."",""믹서에 딸기, 우유, 꿀을 넣는다."",""얼음을 넣는다."",""곱게 갈릴 때까지 간다."",""컵에 부어낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"bb7296cd-153d-5453-abc7-967ecfadd20a","김치우동",,"25","EASY","2","450","[""김치를 잘게 썰고 어묵은 먹기 좋게 썬다."",""냄비에 기름을 두르고 김치를 볶는다."",""물을 붓고 어묵을 넣어 끓인다."",""우동면을 넣고 익힌다."",""어슷 썬 대파를 올리고 간장으로 간해 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"7dce9587-a52a-561e-af77-ae43d90af3ab","어묵탕",,"30","NORMAL","2","200","[""무를 나박하게 썰어 물에 넣고 끓여 육수를 낸다."",""어묵을 꼬치에 끼우거나 먹기 좋게 썬다."",""육수에 어묵을 넣고 끓인다."",""간장으로 간을 맞춘다."",""어슷 썬 대파를 올려 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"7014f945-8dca-558a-a0f6-e7f4bb6d970e","만둣국",,"35","EASY","2","400","[""육수를 끓여 간을 맞춘다."",""만두를 넣고 떠오를 때까지 끓인다."",""풀어둔 달걀을 돌려 넣어 익힌다."",""어슷 썬 대파를 넣는다."",""그릇에 담고 김가루를 올려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"55c9e892-3172-572c-a7e8-6dc2f0a3af9d","닭죽",,"40","EASY","2","350","[""쌀을 씻어 30분간 불린다."",""닭가슴살을 삶아 잘게 찢고 육수는 남겨둔다."",""냄비에 참기름을 두르고 불린 쌀을 볶는다."",""육수를 붓고 쌀알이 퍼지도록 저으며 끓인다."",""찢은 닭과 다진 당근을 넣고 소금으로 간해 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"4be46116-d177-5fee-a57a-bbbb78bbbe74","야채죽",,"10","EASY","2","280","[""쌀을 씻어 30분간 불린다."",""당근, 애호박, 버섯을 잘게 다진다."",""냄비에 참기름을 두르고 쌀과 채소를 볶는다."",""물을 붓고 쌀알이 퍼지도록 저으며 끓인다."",""소금으로 간해 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"06780095-ab42-5710-afda-6a8e04c22828","전복죽",,"15","EASY","2","380","[""전복을 손질해 살은 저미고 내장은 따로 둔다."",""쌀을 씻어 불린다."",""냄비에 참기름을 두르고 전복과 쌀을 볶는다."",""전복 내장을 넣어 함께 볶아 감칠맛을 낸다."",""물을 붓고 저으며 끓여 소금으로 간해 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"29c7cf2c-fb60-506a-a8b1-786d980cb548","토마토달걀볶음",,"20","EASY","2","200","[""토마토를 큼직하게 썰고 달걀은 풀어둔다."",""달군 팬에 기름을 두르고 달걀을 스크램블해 덜어둔다."",""팬에 대파를 볶아 향을 낸다."",""토마토를 넣고 살짝 볶는다."",""달걀을 다시 넣고 소금으로 간해 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"c7872d23-7960-5ff0-ae1c-06b801c08456","마파두부",,"25","EASY","2","350","[""두부를 깍둑썰어 끓는 물에 살짝 데쳐 둔다."",""팬에 기름을 두르고 다진 돼지고기를 볶는다."",""고추장과 고춧가루를 넣어 볶아 매운맛을 낸다."",""물을 붓고 두부를 넣어 끓인다."",""전분물로 농도를 맞추고 대파를 넣어 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"4548efe3-8d9e-56b5-a49c-f171401c5a34","소시지야채볶음",,"30","EASY","2","330","[""소시지에 칼집을 내고 채소는 먹기 좋게 썬다."",""달군 팬에 기름을 두르고 소시지를 볶는다."",""양파와 파프리카를 넣어 함께 볶는다."",""케첩을 넣고 고루 버무린다."",""살짝 더 볶아 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"c05c1e02-8e5d-59ab-a7a4-671807a11a5a","연두부간장",,"35","EASY","2","120","[""연두부를 그릇에 통째로 담는다."",""간장에 다진 대파와 고춧가루를 섞어 양념장을 만든다."",""참기름과 깨를 넣어 향을 낸다."",""연두부 위에 양념장을 끼얹는다."",""그대로 떠먹도록 낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"33f3d243-2480-5db8-aab6-0e8c7d56820f","아보카도토스트",,"40","NORMAL","2","350","[""식빵을 바삭하게 굽는다."",""아보카도를 으깨 소금, 후추로 간한다."",""달걀은 반숙 프라이나 수란으로 익힌다."",""구운 식빵에 아보카도를 펴 바른다."",""달걀을 올리고 소금을 뿌려 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
