id,standardNameKo,standardNameEn,category,parentId,quantityType,defaultUnit,fridge,freezer,pantry
"aa9e1bf9-dcd0-5ae8-a096-19b8c71c464a","액젓",,"SAUCE",,"LEVEL",,"90",,"180"
"4842a67c-c12e-56e1-acb4-bb954d9bcc48","멸치액젓",,"SAUCE",,"LEVEL",,"90",,"180"
"e17070a1-41f3-54b9-a6a4-e0a02f5e5a0e","까나리액젓",,"SAUCE",,"LEVEL",,"90",,"180"
"0b769a96-d66b-5c60-a387-8b9b7a637a2a","케첩",,"SAUCE",,"LEVEL",,"90",,"180"
"09303d52-fa0a-5aa9-a6b6-93d1a9274857","마요네즈",,"SAUCE",,"LEVEL",,"90",,"180"
"f655a928-8fbb-5933-a304-e91a23a9b63f","머스터드",,"SAUCE",,"LEVEL",,"90",,"180"
"1dc14de1-523f-5d63-a93f-21910718ebf9","돈가스소스",,"SAUCE",,"LEVEL",,"90",,"180"
"f6d5cf37-9fc7-5e61-acb1-a018610756ef","짜장소스",,"SAUCE",,"LEVEL",,"90",,"180"
"f4c28ad3-8b06-5469-a5c7-b4da7f523d90","토마토소스",,"SAUCE",,"LEVEL",,"90",,"180"
"18ad3698-a4f6-5eb3-a10f-52f103d073fe","크림소스",,"SAUCE",,"LEVEL",,"90",,"180"
"998716db-3b4e-5689-a08a-754215ae59ab","페스토",,"SAUCE",,"LEVEL",,"90",,"180"
"f459f46f-03af-5610-a5f5-5386cd1ff6a4","핫소스",,"SAUCE",,"LEVEL",,"90",,"180"
"baf27c7c-951a-55b2-a36f-d8b7bb50c4b4","칠리소스",,"SAUCE",,"LEVEL",,"90",,"180"
"2e03f2ed-7ebb-5a87-a58f-2f129eac872f","데리야키소스",,"SAUCE",,"LEVEL",,"90",,"180"
"5c28e0e3-959a-5178-aa9d-eb3b0ec5cd9f","피시소스",,"SAUCE",,"LEVEL",,"90",,"180"
"1c911138-c40e-5c43-a46d-233e3e48e83a","생수",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"6f2e816b-80cb-58d2-a8a3-d4df4cbcc83b","탄산수",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"8c27e7f6-752c-5e32-aa17-5228a6f226d1","콜라",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"2202dd14-2ef8-50e3-a4cb-7988a2b2303c","사이다",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"ff050a65-80a6-5b31-a4c8-6da2bfb519b1","오렌지주스",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"08c09f17-ce50-57d6-a83f-433bb3a2814a","사과주스",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"c20e110d-f4ec-597d-a122-54a73e2d5c46","포도주스",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"a34bdb1e-a69e-5057-a79a-d7eb3dea9d89","토마토주스",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"c5193804-96d3-55b4-ac32-05a44c5d37cd","커피",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"54c61242-dffa-5ff6-a939-c04d9dc819be","원두커피",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"49584cba-212e-58dd-a9d2-b5a57f9ec56d","인스턴트커피",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"267ab4e8-50f6-5ce3-a9e2-ac336ac75acc","녹차",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"a59a0859-1660-5c5e-a334-e3dd7573ccc0","홍차",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"43b2661e-7e5d-585c-ae23-75b432323208","보리차",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"88d5654b-7e16-523d-ac78-b1f29ebad335","옥수수차",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"b9c53971-e596-5c79-a5cd-0c7260e2cd50","코코아",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"52feec92-dd47-5239-a3f0-7aa8647e07ea","에너지드링크",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"1590700b-b88b-541c-a8d1-2fe74078a5a4","이온음료",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"06c3a7fd-528e-58df-ac82-8110a214f7eb","맥주",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"f8f29b9a-48c4-54dd-af8d-3ab6745c1979","소주",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"65d9f7bd-61aa-5d84-a7c4-68b65f59f939","와인",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"f1d2c4b5-9599-5e79-aee0-7414c7c62203","막걸리",,"BEVERAGE",,"COUNTABLE","병","7","90","180"
"98f038ec-b21d-5f97-ae7c-08104685ce06","두부",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"d05ac959-5c75-5e08-abc6-c61ed96fa8d8","순두부",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"5101521c-ba6c-58d4-a599-27cbb6a46eb1","연두부",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"e98bde9b-25a7-571f-aa02-68f40a064d30","김치",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"2d95dd77-c4d0-546e-a850-9b1f8b0f300c","깍두기",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"36e847bb-04fb-5a09-a273-a471463f3590","단무지",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"37d82c4a-80c3-55be-a63c-54f53aabe668","피클",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"68534698-a2a7-5dc7-af4e-fbbc8888b928","밥",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"0f1f797d-9a94-5cb4-a19f-ebed885f4bd6","햇반",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"4d14ba31-b98f-5872-a4c6-54aae25b57ea","만두",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"ba183730-7e27-5d6f-a1b8-9b7bce2547be","떡",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"a949f239-06ee-5c6b-abee-1a55614a1c61","유부",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"d0274541-6dfa-563b-a087-d1f9f4cd19a1","곤약",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"94f2b9f4-4c7f-56cf-ab63-f1b97d8c6eab","묵",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"2f69aab8-e58b-597e-a6a6-2699e092ade3","참치통조림",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"880b44e0-745d-57a7-a615-6ce53e4c7849","고등어통조림",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"6fb43eb1-25de-5d14-a32a-26cb535a0ba0","옥수수통조림",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"48260029-3c8f-598e-a14f-c7ddede3a7c0","콩통조림",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"203e8cce-a289-5c09-abdc-f093fc16bdb0","토마토통조림",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"55d025dc-437a-5c58-a27a-9b7e2121296b","골뱅이통조림",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"f0f6f21c-2e71-5b25-a108-097b00ac461e","스팸",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"350b03fe-cead-56d8-aa20-5fabdd617cf7","닭가슴살캔",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"060b3f2a-5b2d-5e99-ab2e-53e6ec54220e","누텔라",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"befc3fb7-cf7c-51a4-a1a0-b4c546fe8120","잼",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"5b05dc98-b8e6-5a04-a579-ff834923d56d","땅콩버터",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"49d4051f-646b-50b5-ac56-edcbde14e736","김자반",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"967d8bbd-67c8-556a-a4d8-14d6788f0677","조미김",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"9f99b14b-9daf-5d79-ad17-c8a820968df6","육수",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"a784a5db-d291-5408-aa1a-fcf3d0399bab","사골곰탕",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"e77e3758-2205-53d1-ac60-f567ec4e9838","카레",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"097050c8-defd-5a5c-a092-9dccc0f4e797","짜장",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"7abdc409-ca79-5617-a72a-da54dd7ef474","김치볶음",,"PROCESSED",,"COUNTABLE","개","7","60","180"
"a9983976-d722-5d7a-a9f0-d0137ed868f0","샐러드채소",,"PROCESSED",,"MEASURABLE","g","7","60","180"
"050c37cf-e623-5f7b-a16a-a041a682843b","냉동만두",,"FROZEN",,"COUNTABLE","봉",,"180",
"286a2f2f-bba0-5d77-aec5-5b792db99ada","냉동새우",,"FROZEN",,"COUNTABLE","봉",,"180",
"c427de70-75bc-5f5a-ad28-1eb9f0c218c0","냉동오징어",,"FROZEN",,"COUNTABLE","봉",,"180",
"e68dabf8-3b24-5ffc-ada5-ea2dc5b017ce","냉동대패삼겹살",,"FROZEN",,"COUNTABLE","봉",,"180",
"63dede2f-879a-5769-a009-2b45a525b0cf","냉동닭가슴살",,"FROZEN",,"COUNTABLE","봉",,"180",
"1715bf86-0416-5fcd-ad9e-77f44fb2dd64","냉동감자튀김",,"FROZEN",,"COUNTABLE","봉",,"180",
"ec01348d-9328-50d2-af5b-dd756782ba36","냉동피자",,"FROZEN",,"COUNTABLE","봉",,"180",
"f2030e0e-4b7d-5ff6-ae56-bf80b6360333","냉동볶음밥",,"FROZEN",,"COUNTABLE","봉",,"180",
"6fd8cfee-626d-5d18-a51d-1292cfb7d42b","냉동블루베리",,"FROZEN",,"COUNTABLE","봉",,"180",
"4c6a0c6d-b0e7-56c5-a0d2-0469b6a0dc4d","냉동딸기",,"FROZEN",,"COUNTABLE","봉",,"180",
"8922a3d3-f90c-5160-acc1-b21cbde7f600","냉동망고",,"FROZEN",,"COUNTABLE","봉",,"180",
"f6eb9e12-fc4c-5622-a5a6-8b34abab3d92","냉동옥수수",,"FROZEN",,"COUNTABLE","봉",,"180",
"82d09741-4864-5815-a1f8-66514e889988","냉동완두콩",,"FROZEN",,"COUNTABLE","봉",,"180",
"a33a5497-40a4-5080-a830-1e01febd5551","냉동브로콜리",,"FROZEN",,"COUNTABLE","봉",,"180",
"f660406c-d117-5372-a24c-95f3f1975b3e","냉동시금치",,"FROZEN",,"COUNTABLE","봉",,"180",
"b87e7f00-0c05-5b7f-a6e3-894d410f0375","냉동우동",,"FROZEN",,"COUNTABLE","봉",,"180",
"21f028ea-28a1-5796-ace7-560f860fa8e7","냉동떡",,"FROZEN",,"COUNTABLE","봉",,"180",
"df3ba9a8-2f49-5f45-a57e-db6346dc87a4","냉동핫도그",,"FROZEN",,"COUNTABLE","봉",,"180",
"ef113d99-7966-5978-ae50-9135d7f42a3e","냉동돈가스",,"FROZEN",,"COUNTABLE","봉",,"180",
"d5703fc0-1db3-5699-a84c-cbf57c673ba7","냉동치킨",,"FROZEN",,"COUNTABLE","봉",,"180",
"d2d8717e-a0f4-5748-a44e-e3c82b1d3283","냉동생선",,"FROZEN",,"COUNTABLE","봉",,"180",
"4c0d70aa-a5ca-57d8-a34f-062268b85378","냉동해물믹스",,"FROZEN",,"COUNTABLE","봉",,"180",
"d4e51103-c9d5-5026-a7df-df32e912c017","식빵",,"BAKERY",,"COUNTABLE","개","4","30","7"
"50c13e03-683f-5a5b-a547-3de66592829c","통밀식빵",,"BAKERY",,"COUNTABLE","개","4","30","7"
"998b4a25-3ea7-53de-a327-6a45e4e1da94","바게트",,"BAKERY",,"COUNTABLE","개","4","30","7"
"a7e7ff47-f65c-5081-ab26-d0ae74032ab9","모닝빵",,"BAKERY",,"COUNTABLE","개","4","30","7"
"0347f4d7-e255-53d5-af91-733470b002bb","베이글",,"BAKERY",,"COUNTABLE","개","4","30","7"
"01912765-8dcb-515e-ab0a-46b120bfc675","크루아상",,"BAKERY",,"COUNTABLE","개","4","30","7"
"e81023c1-828f-5ff7-ab46-7f0fc5421f47","또띠아",,"BAKERY",,"COUNTABLE","개","4","30","7"
"7c54c043-9749-58d3-a18c-d325b1385273","핫도그빵",,"BAKERY",,"COUNTABLE","개","4","30","7"
"af468fa0-c1c3-5ce3-aa95-1401f4872392","햄버거번",,"BAKERY",,"COUNTABLE","개","4","30","7"
"2ad907e6-c1ba-52fc-a018-9a8703589f55","잉글리시머핀",,"BAKERY",,"COUNTABLE","개","4","30","7"
"007167ee-372f-537c-ad5e-d338a7a49d7f","케이크",,"BAKERY",,"COUNTABLE","개","4","30","7"
"d53b36d8-4f0d-5e16-a08a-70c7a9fea01c","카스텔라",,"BAKERY",,"COUNTABLE","개","4","30","7"
"23b53389-d661-55f7-a494-f4210f159c01","마들렌",,"BAKERY",,"COUNTABLE","개","4","30","7"
"3d7b29fb-d388-5513-ab4c-178b3e13d3ef","쿠키",,"BAKERY",,"COUNTABLE","개","4","30","7"
"96c11087-a00b-5f14-a3b3-ac8936e3f025","크래커",,"BAKERY",,"COUNTABLE","개","4","30","7"
"369f7446-1533-5768-abc6-553f66b94cdf","그래놀라",,"BAKERY",,"COUNTABLE","개","4","30","7"
"44d8d2ec-4e23-5406-a6a8-ef39e609678b","시리얼",,"BAKERY",,"COUNTABLE","개","4","30","7"
"cb9575ff-5de5-5ba5-a372-5a6e1c2e5912","팬케이크믹스",,"BAKERY",,"COUNTABLE","개","4","30","7"
"07a0856d-7045-5b9b-a1a1-8cbbab9f2961","와플믹스",,"BAKERY",,"COUNTABLE","개","4","30","7"
"d9f2945d-d01b-5b06-a818-fb3469d7a930","호떡믹스",,"BAKERY",,"COUNTABLE","개","4","30","7"
"1b5711fb-faf5-521d-a33f-3c44a6f8bcf3","물",,"OTHER",,"COUNTABLE","개","30","180","180"
"eb7fad1c-5190-565e-acd3-8257c0b3aec3","얼음",,"OTHER",,"COUNTABLE","개","30","180","180"
"bf7ae492-ac18-5234-a011-4b54252877f1","잣",,"OTHER",,"MEASURABLE","g","30","180","180"
"b38159db-6c1d-5850-af37-ae886ae045ca","호두",,"OTHER",,"MEASURABLE","g","30","180","180"
"2b362444-31df-5025-a6e0-91e1507893b8","아몬드",,"OTHER",,"MEASURABLE","g","30","180","180"
"ed7f5235-d13a-560a-a6d9-924936b8969c","캐슈넛",,"OTHER",,"MEASURABLE","g","30","180","180"
"79bf3542-1fb4-509f-ac0b-607af8dfec86","피스타치오",,"OTHER",,"MEASURABLE","g","30","180","180"
"e67ff7a3-64a2-503b-abce-7dd451410907","해바라기씨",,"OTHER",,"MEASURABLE","g","30","180","180"
"d18bfc86-d346-5133-ade5-7640f60947bf","건포도",,"OTHER",,"MEASURABLE","g","30","180","180"
"1bab96be-84a8-53e5-a4b9-38b15cb510f0","건크랜베리",,"OTHER",,"MEASURABLE","g","30","180","180"
"057cb682-4103-5293-a310-5683b0af1ad2","대추",,"OTHER",,"MEASURABLE","g","30","180","180"
"fc567ff8-5795-5b6d-a05f-443c60a93443","건표고버섯",,"OTHER",,"MEASURABLE","g","30","180","180"
"2400a823-6f26-51a5-aa26-01575f88785c","말린무화과",,"OTHER",,"MEASURABLE","g","30","180","180"
"d49e038f-ee6c-5b1c-a72e-598430c22986","김가루",,"OTHER",,"MEASURABLE","g","30","180","180"
"c9d84768-88f4-579a-af55-85231a79e436","코코넛가루",,"OTHER",,"MEASURABLE","g","30","180","180"
"01a26cd0-9e15-5132-a2ca-ab88a7dea757","한천",,"OTHER",,"MEASURABLE","g","30","180","180"
"26c461c3-9c21-5a91-ae54-f08961d8e92f","젤라틴",,"OTHER",,"MEASURABLE","g","30","180","180"
"14a9409e-2ae1-5897-acc3-49ebb10ce0ac","프로틴파우더",,"OTHER",,"MEASURABLE","g","30","180","180"
"f9c33664-59f8-586d-adc4-9d40189f56fb","비타민",,"OTHER",,"COUNTABLE","개","30","180","180"
"a6e5a33f-fc79-5453-a2aa-34f71c43350f","식용색소",,"OTHER",,"COUNTABLE","개","30","180","180"
"32aaea56-4c95-5666-a0ea-096efc059ab0","춘장",,"OTHER",,"MEASURABLE","g","30","180","180"
"54d41810-8384-5c7a-a68d-e5c72f096853","김치양념",,"OTHER",,"MEASURABLE","g","30","180","180"
